91.433784,95.99879,97.54511,0.0,126.143906,0.0,112.47102,102.72972,107.436195,60.64748,69.71773,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.59329,134.62933,2
0.0,41.181335,0.0,161.2034,0.0,128.07509,133.50822,117.66346,122.743004,146.60905,121.02108,2
120.83814,164.52798,144.75374,115.520775,76.31159,117.6435,116.44363,132.58676,124.069084,60.303696,49.654037,2
70.43763,134.36848,121.59886,60.848534,64.94396,83.20125,82.88068,90.57262,164.49629,53.164673,54.588375,2
87.50842,95.98173,79.00124,135.46007,169.10297,0.0,92.94762,148.28235,0.0,0.0,0.0,2
66.159454,117.619156,64.40312,0.0,129.22733,0.0,118.1181,0.0,0.0,0.0,0.0,2
134.01794,92.23878,135.47452,124.06938,0.0,80.87288,114.88692,100.64109,152.7422,71.52697,44.940548,2
133.89833,62.960934,139.26051,95.67539,0.0,149.15572,119.047295,107.520775,0.0,65.00137,0.0,2
93.427925,111.90697,98.45838,158.4536,82.73332,126.38019,130.66812,110.16091,156.34494,55.636578,97.02094,2
118.76237,90.49702,0.0,125.83934,0.0,160.05586,104.82528,123.440704,113.11111,61.094864,66.82821,2
0.0,43.142944,0.0,68.27134,0.0,136.73529,109.91376,109.232445,0.0,83.02334,0.0,2
113.07915,76.454254,163.6266,110.58452,0.0,76.00148,122.01814,92.644684,74.86019,76.08508,91.99295,2
61.970337,131.36166,121.126144,0.0,161.91927,0.0,116.56553,101.35409,112.01651,61.407516,60.76766,2
24.271,158.42055,93.83013,46.632378,134.86395,143.48949,108.04524,168.05789,168.11206,163.42924,143.98448,2
81.12687,105.22573,67.8838,120.98228,97.240326,126.39801,105.34757,126.09836,121.499016,70.42329,67.83008,2
152.03,41.750717,0.0,125.24002,0.0,161.17079,114.14706,83.81104,0.0,79.10706,0.0,2
154.11165,115.79979,126.99337,0.0,75.08194,0.0,90.71701,128.91971,156.86469,59.50979,55.54303,2
77.04179,120.36656,96.008,0.0,151.23384,0.0,111.29545,120.74021,141.0551,53.46638,49.51431,2
138.7713,58.173885,0.0,109.4496,0.0,170.28653,113.627716,0.0,0.0,0.0,0.0,2
136.13925,63.124306,0.0,86.836655,0.0,164.48836,118.47708,105.730995,108.91937,83.19261,81.07135,2
103.66261,96.36624,127.43101,148.59096,86.85965,0.0,96.688965,139.6535,98.55028,55.33888,68.6146,2
90.880615,124.64249,59.029373,29.168652,124.46526,124.31216,146.54839,0.0,0.0,0.0,0.0,2
134.62428,94.67582,105.04209,157.11853,128.13438,0.0,117.97128,0.0,101.41645,0.0,73.851944,2
59.149128,116.317474,68.65639,0.0,130.65538,0.0,123.11787,123.12699,138.22464,58.829605,62.12459,2
140.85359,41.978573,141.65852,115.403496,0.0,158.18367,128.73169,0.0,0.0,0.0,0.0,2
146.80298,67.9815,0.0,108.75285,0.0,145.45285,126.3213,107.38877,0.0,60.06925,0.0,2
133.03336,57.76229,56.59178,116.694824,146.55775,146.82558,147.41064,0.0,0.0,0.0,0.0,2
113.45499,102.33756,79.97792,0.0,169.16371,0.0,106.56953,101.64404,147.52046,58.04056,60.08035,2
165.51047,17.749496,58.669724,144.38968,150.55713,153.42053,93.09406,144.23512,166.94803,135.70274,144.58441,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.141087,70.557304,119.26686,104.96836,2
116.75503,83.930046,0.0,95.034615,0.0,120.70822,112.790115,119.76545,0.0,73.77637,0.0,2
49.798225,92.44974,138.02948,104.99936,132.74132,170.42656,70.32082,87.303314,136.98561,82.47734,0.0,2
101.02214,116.526054,160.33336,90.82144,0.0,126.57332,108.65427,101.13623,85.46971,73.319954,66.67466,2
0.0,109.75555,0.0,150.94788,0.0,112.26613,123.67061,0.0,0.0,0.0,0.0,2
135.04907,70.45358,0.0,114.91712,0.0,154.84338,129.16997,0.0,50.547695,0.0,142.61884,2
146.0891,51.757362,0.0,100.55094,0.0,129.2004,122.921394,127.87529,108.86045,69.9318,61.755447,2
81.381424,87.15679,66.28007,0.0,127.45948,0.0,107.04129,0.0,0.0,0.0,0.0,2
77.57647,81.83425,105.055084,66.462006,118.94427,117.50612,132.24893,126.048294,123.47005,95.79449,104.733536,2
115.72244,74.33404,0.0,109.683846,0.0,151.01408,118.02405,0.0,0.0,0.0,0.0,2
85.89397,101.78929,64.446655,147.38475,149.54977,0.0,137.90869,121.82605,122.75334,65.62222,57.698067,2
90.84386,35.555428,122.46325,151.90466,154.12563,0.0,65.930504,145.36636,137.55725,0.0,0.0,2
110.955666,84.792114,99.62016,113.38102,174.43193,107.236244,110.2717,134.04419,99.69925,73.29781,76.45517,2
64.10321,133.93463,151.3432,17.662483,103.98521,143.18643,115.33838,0.0,119.91563,0.0,150.3954,2
122.119446,87.05255,0.0,115.659805,0.0,112.42334,114.482216,85.374344,128.55792,71.24853,73.76102,2
106.82638,70.34509,109.21277,132.48299,134.5925,121.302025,145.33208,78.73814,41.253075,120.23523,161.49467,2
118.82575,98.20429,101.33399,161.92665,141.04756,0.0,105.1739,123.78062,73.32446,75.0286,76.77103,2
143.55295,160.76477,0.0,99.3114,0.0,50.58723,107.28278,134.20242,0.0,72.28774,0.0,2
31.411016,149.31584,53.922455,85.33764,85.2184,126.71578,83.80364,0.0,155.46028,0.0,102.496025,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.442024,32.78137,158.01402,0.0,2
143.28386,64.65826,108.27555,150.16101,169.79448,0.0,88.61311,0.0,106.14311,0.0,74.33476,2
65.857574,116.15486,94.71193,0.0,162.27547,0.0,105.15426,87.83195,0.0,0.0,0.0,2
66.188225,131.9906,78.67248,109.83031,134.63782,55.103546,124.34126,0.0,108.98538,0.0,60.467846,2
64.31355,109.56168,77.46349,0.0,175.59912,0.0,111.70796,0.0,115.1712,0.0,62.527668,2
118.54292,94.204765,117.15081,118.01965,148.91199,129.85873,114.86498,0.0,0.0,0.0,0.0,2
142.99152,62.54589,150.11864,63.243027,0.0,160.5299,118.99179,102.4022,125.925514,67.86442,76.90643,2
62.649128,128.4109,71.72937,121.54272,127.787834,130.23161,127.35126,97.346115,85.7825,89.16644,75.22622,2
